,Flight Name,Departure time,Arrival time,Source,Destination,No of Stop,Duration,Date of Journey,Price
4686,Air India,06:20,21:05+1D,Chennai,Hyderabad,3 Stops,38h 45m,10 Feb 22,6816
288,Go First,22:50,"00:05
+ 1 day",Bangalore,Hyderabad,Non Stop,1h 15m,"Mon, 14 Feb","1,714"
4026,Go First,16:35,18:40,Delhi,Pune,Non Stop,2h 05m,10 Feb 22,2244
6894,Air India,19:35,14:30+1D,Jaipur,Kolkata,1 Stop,18h 55m,10 Feb 22,4040
5963,IndiGo,10:45,18:30,Hyderabad,Ahmedabad,1 Stop,7h 45m,10 Feb 22,4184
2274,Vistara,19:40,10:05+1D,Bengaluru,Patna,1 Stop,14h 25m,10 Feb 22,10489
805,Air India,19:20,18:25+1D,Ahmedabad,Patna,3 Stops,23h 05m,10 Feb 22,7109
9783,Air India,16:00,07:20+1D,Mumbai,Guwahati,2 Stops,15h 20m,10 Feb 22,5855
73,Air India,09:45,14:20,Delhi,Bangalore,1-Stop,04h 35m,14 Jan,3610
3203,Vistara,21:40,08:50+1D,Delhi,Chennai,1 Stop,11h 10m,10 Feb 22,11518
7960,Go First,09:30,23:55,Kolkata,Mumbai,1 Stop,14h 25m,10 Feb 22,5505
7338,Air India,19:00,18:40+1D,Kolkata,Ahmedabad,2 Stops,23h 40m,10 Feb 22,7072
8429,Vistara,15:25,08:50+1D,Lucknow,Bengaluru,2 Stops,17h 25m,10 Feb 22,10014
7503,Vistara,20:25,11:50+1D,Kolkata,Bengaluru,1 Stop,15h 25m,10 Feb 22,11673
9552,Vistara,20:55,09:55+1D,Mumbai,Chennai,1 Stop,13h 00m,10 Feb 22,11127
837,Air India,22:20,12:05+1D,Ahmedabad,Pune,2 Stops,13h 45m,10 Feb 22,4282
8165,AirAsia I.,09:40,23:20,Kolkata,Pune,1 Stop,13h 40m,10 Feb 22,4607
323,Vistara,06:50,14:50,Hyderabad,Lucknow,1 Stop,8h 00m,"Fri, 25 Feb","6,270"
6931,Air India,19:35,23:40+1D,Jaipur,Kolkata,2 Stops,28h 05m,10 Feb 22,6492
7083,Air India,03:45,16:35,Jaipur,Mumbai,2 Stops,12h 50m,10 Feb 22,7346
3977,Air India,07:00,10:20+1D,Delhi,Patna,1 Stop,27h 20m,10 Feb 22,5971
7139,Air India,14:00,06:35+1D,Jaipur,Pune,2 Stops,16h 35m,10 Feb 22,7551
4440,Air India,17:00,20:30+1D,Chennai,Goa In,2 Stops,27h 30m,10 Feb 22,8555
325,Vistara,08:25,12:45+1D,Ahmedabad,Goa In,2 Stops,28h 20m,10 Feb 22,16768
8131,Air India,05:55,18:25+1D,Kolkata,Patna,5 Stops,36h 30m,10 Feb 22,10025
2007,Go First,07:20,19:05,Bengaluru,Mumbai,1 Stop,11h 45m,10 Feb 22,5120
1726,Air India,10:25,13:15+1D,Bengaluru,Jaipur,2 Stops,26h 50m,10 Feb 22,6970
7678,Air India,11:35,00:35+1D,Kolkata,Goa In,3 Stops,37h 00m,10 Feb 22,7968
9790,Air India,20:15,18:45+1D,Mumbai,Guwahati,2 Stops,22h 30m,10 Feb 22,6253
5864,Air India,18:10,20:00+1D,Guwahati,Mumbai,2 Stops,25h 50m,10 Feb 22,6566
9761,Air India,21:30,18:45+1D,Mumbai,Guwahati,1 Stop,21h 15m,10 Feb 22,4963
5730,IndiGo,12:15,20:10,Guwahati,Chennai,1 Stop,7h 55m,10 Feb 22,6382
9357,Air India,10:00,13:05+1D,Mumbai,Bhubaneswar,1 Stop,27h 05m,10 Feb 22,4531
6625,Air India,13:30,18:30+1D,Jaipur,Bengaluru,3 Stops,29h 00m,10 Feb 22,6051
4807,Air India,14:55,08:05+1D,Chennai,Kolkata,2 Stops,17h 10m,10 Feb 22,5073
1807,AirAsia I.,06:30,09:00,Bengaluru,Kolkata,Non Stop,2h 30m,10 Feb 22,3391
534,Air India,21:00,08:05+1D,Ahmedabad,Kolkata,2 Stops,35h 05m,10 Feb 22,5330
343,IndiGo,12:35,13:30,Hyderabad,Tirupati,Non Stop,0h 55m,"Tue, 8 Mar","2,080"
2983,Vistara,16:05,18:50,Delhi,Bengaluru,Non Stop,2h 45m,10 Feb 22,7423
6114,Vistara,21:35,07:50+1D,Hyderabad,Ahmedabad,2 Stops,34h 15m,10 Feb 22,14741
5971,Go First,06:20,18:55,Hyderabad,Ahmedabad,1 Stop,12h 35m,10 Feb 22,5290
8582,Vistara,15:25,12:45+1D,Lucknow,Goa In,2 Stops,21h 20m,10 Feb 22,15178
9145,IndiGo,16:20,20:45,Mumbai,Bengaluru,1 Stop,4h 25m,10 Feb 22,3261
835,Air India,22:20,18:10+1D,Ahmedabad,Pune,1 Stop,19h 50m,10 Feb 22,4282
122,Vistara,20:40,19:30+1D,Ahmedabad,Bengaluru,2 Stops,22h 50m,10 Feb 22,13007
4904,Air India,09:55,10:10+1D,Chennai,Mumbai,1 Stop,24h 15m,10 Feb 22,4355
7435,IndiGo,22:40,10:05+1D,Kolkata,Bengaluru,1 Stop,11h 25m,10 Feb 22,6487
6170,Vistara,18:30,19:30,Hyderabad,Bengaluru,Non Stop,1h 00m,10 Feb 22,4451
924,Air India,21:00,19:55+1D,Bengaluru,Ahmedabad,2 Stops,22h 55m,10 Feb 22,6831
1350,Air India,07:35,12:10+1D,Bengaluru,Guwahati,2 Stops,28h 35m,10 Feb 22,6119
6622,Air India,03:45,11:10+1D,Jaipur,Bengaluru,2 Stops,31h 25m,10 Feb 22,6051
5512,IndiGo,12:15,21:10,Guwahati,Bengaluru,1 Stop,8h 55m,10 Feb 22,4855
531,Go First,19:00,07:30+1D,Ahmedabad,Kolkata,1 Stop,12h 30m,10 Feb 22,4787
943,Air India,19:00,21:30+1D,Bengaluru,Ahmedabad,2 Stops,26h 30m,10 Feb 22,7687
9166,Go First,12:15,21:25,Mumbai,Bengaluru,1 Stop,9h 10m,10 Feb 22,4987
383,IndiGo,08:30,10:05,Hyderabad,Mumbai,Non Stop,1h 35m,"Mon, 14 Mar","2,301"
4470,Vistara,12:30,14:05+1D,Chennai,Goa In,2 Stops,25h 35m,10 Feb 22,13041
128,IndiGo,05:45,16:35,Mumbai,New Delhi,1 Stop,10h 50m,"Wed, 2 Mar","2,337"
6067,Vistara,11:00,22:35,Hyderabad,Ahmedabad,2 Stops,11h 35m,10 Feb 22,14246
4416,Air India,17:00,22:25+1D,Chennai,Goa In,3 Stops,29h 25m,10 Feb 22,5867
1593,Go First,05:45,21:15,Bengaluru,Jaipur,1 Stop,15h 30m,10 Feb 22,3709
623,Go First,08:10,16:35,Ahmedabad,Mumbai,1 Stop,8h 25m,10 Feb 22,3810
3045,Vistara,19:50,17:45+1D,Delhi,Bengaluru,1 Stop,21h 55m,10 Feb 22,10678
3425,Air India,08:40,21:35+1D,Delhi,Hyderabad,2 Stops,36h 55m,10 Feb 22,5891
1601,SpiceJet,21:55,20:35+1D,Bengaluru,Jaipur,1 Stop,22h 40m,10 Feb 22,3760
6647,Go First,09:05,17:10,Jaipur,Bengaluru,1 Stop,8h 05m,10 Feb 22,6714
8888,Vistara,10:05,23:25,Lucknow,Mumbai,2 Stops,13h 20m,10 Feb 22,14475
8575,Vistara,10:05,12:45+1D,Lucknow,Goa In,2 Stops,26h 40m,10 Feb 22,15178
3265,Air India,17:50,06:25+1D,Delhi,Goa In,2 Stops,12h 35m,10 Feb 22,3986
2816,Air India,14:35,16:25+1D,Bhubaneswar,Mumbai,3 Stops,25h 50m,10 Feb 22,9245
2490,Air India,07:35,11:45+1D,Bengaluru,Srinagar,2 Stops,28h 10m,10 Feb 22,8712
5381,Air India,15:20,18:10+1D,Goa In,Pune,2 Stops,26h 50m,10 Feb 22,6046
7871,Go First,17:00,19:15,Kolkata,Jaipur,Non Stop,2h 15m,10 Feb 22,4005
335,IndiGo,17:15,19:15,Hyderabad,Kolkata,Non Stop,2h 00m,"Wed, 2 Mar","2,395"
5983,IndiGo,15:55,01:00+1D,Hyderabad,Ahmedabad,1 Stop,9h 05m,10 Feb 22,5291
8792,Air India,08:55,21:05+1D,Lucknow,Mumbai,2 Stops,36h 10m,10 Feb 22,6473
2329,Vistara,21:40,10:05+1D,Bengaluru,Patna,2 Stops,36h 25m,10 Feb 22,13964
3941,Vistara,17:25,11:40+1D,Delhi,Mumbai,1 Stop,18h 15m,10 Feb 22,13093
1248,Go First,05:45,17:45,Bengaluru,Goa In,1 Stop,12h 00m,10 Feb 22,3685
1352,Air India,07:35,12:10+1D,Bengaluru,Guwahati,2 Stops,28h 35m,10 Feb 22,6119
652,Air India,21:00,23:55+1D,Ahmedabad,Mumbai,2 Stops,26h 55m,10 Feb 22,5550
3735,SpiceJet,18:55,21:05,Delhi,Mumbai,Non Stop,2h 10m,10 Feb 22,2619
6629,Air India,03:45,11:10+1D,Jaipur,Bengaluru,2 Stops,31h 25m,10 Feb 22,6051
4991,Vistara,10:45,21:50,Chennai,Mumbai,2 Stops,11h 05m,10 Feb 22,17220
8435,Vistara,10:05,19:30,Lucknow,Bengaluru,2 Stops,9h 25m,10 Feb 22,10014
226,SpiceJet,06:20,00:30,Delhi,Ras al Khaymah,1-Stop,19h 40m,30 Jan,28380
3197,Vistara,16:45,23:05,Delhi,Chennai,1 Stop,6h 20m,10 Feb 22,11518
5097,Vistara,20:30,10:05+1D,Chennai,Patna,2 Stops,37h 35m,10 Feb 22,14668
948,Air India,10:25,07:50+1D,Bengaluru,Ahmedabad,1 Stop,21h 25m,10 Feb 22,7957
1682,Air India,13:20,07:10+1D,Bengaluru,Jaipur,1 Stop,17h 50m,10 Feb 22,4482
6085,Vistara,08:30,22:35,Hyderabad,Ahmedabad,2 Stops,14h 05m,10 Feb 22,14741
9186,IndiGo,14:25,22:30,Mumbai,Bengaluru,1 Stop,8h 05m,10 Feb 22,5101
1492,AirAsia I.,16:25,17:45,Bengaluru,Hyderabad,Non Stop,1h 20m,10 Feb 22,1712
2850,Air India,14:35,21:15+1D,Bhubaneswar,Mumbai,3 Stops,30h 40m,10 Feb 22,11331
9240,Vistara,19:20,19:30+1D,Mumbai,Bengaluru,1 Stop,24h 10m,10 Feb 22,8146
343,Vistara,06:45,12:45+1D,Ahmedabad,Goa In,2 Stops,30h 00m,10 Feb 22,16768
7158,Go First,15:00,19:40,Kochi,Bengaluru,1 Stop,4h 40m,10 Feb 22,3712
365,IndiGo,07:00,15:25,Hyderabad,Dehradun,1 Stop,8h 25m,"Sun, 6 Mar","3,589"
1233,Go First,18:50,01:10+1D,Bengaluru,Chennai,1 Stop,6h 20m,10 Feb 22,12918
2157,Vistara,18:50,17:40+1D,Bengaluru,Mumbai,1 Stop,22h 50m,10 Feb 22,11203
3008,Vistara,16:45,22:50,Delhi,Bengaluru,1 Stop,6h 05m,10 Feb 22,10678
1335,Air India,02:40,10:10,Bengaluru,Guwahati,1 Stop,7h 30m,10 Feb 22,5101
4725,IndiGo,09:40,18:30,Chennai,Jaipur,1 Stop,8h 50m,10 Feb 22,3422
6412,Air India,20:50,22:25+1D,Hyderabad,Goa In,2 Stops,25h 35m,10 Feb 22,5873
2045,Air India,10:25,22:10,Bengaluru,Mumbai,1 Stop,11h 45m,10 Feb 22,5319
8961,Go First,12:00,13:20,Mumbai,Ahmedabad,Non Stop,1h 20m,10 Feb 22,2315
2279,Vistara,07:00,10:05+1D,Bengaluru,Patna,1 Stop,27h 05m,10 Feb 22,10489
7215,Go First,15:00,17:00,Kochi,Mumbai,Non Stop,2h 00m,10 Feb 22,2102
7344,Air India,08:40,21:30,Kolkata,Ahmedabad,2 Stops,12h 50m,10 Feb 22,7369
6757,Air India,13:30,17:00+1D,Jaipur,Goa In,3 Stops,27h 30m,10 Feb 22,7017
2601,Vistara,11:30,13:10+1D,Bengaluru,Srinagar,2 Stops,25h 40m,10 Feb 22,15805
1227,Vistara,12:45,19:55+1D,Bengaluru,Chennai,2 Stops,31h 10m,10 Feb 22,12463
1191,Air India,06:45,23:35,Bengaluru,Chennai,3 Stops,16h 50m,10 Feb 22,6245
702,Air India,08:20,21:35,Ahmedabad,Mumbai,5 Stops,13h 15m,10 Feb 22,7744
5198,Go First,14:00,00:05+1D,Goa In,Hyderabad,1 Stop,10h 05m,10 Feb 22,3756
4244,Vistara,07:00,07:50+1D,Chennai,Ahmedabad,2 Stops,24h 50m,10 Feb 22,16171
4499,Vistara,06:55,12:45+1D,Chennai,Goa In,2 Stops,29h 50m,10 Feb 22,17923
6351,Vistara,21:35,19:55+1D,Hyderabad,Chennai,1 Stop,22h 20m,10 Feb 22,8639
293,Air India,08:20,00:35+1D,Ahmedabad,Goa In,4 Stops,16h 15m,10 Feb 22,9280
5286,Vistara,14:40,12:15+1D,Goa In,Hyderabad,2 Stops,21h 35m,10 Feb 22,11834
1255,Air India,06:45,06:25+1D,Bengaluru,Goa In,1 Stop,23h 40m,10 Feb 22,3718
1841,Go First,18:50,08:40+1D,Bengaluru,Kolkata,1 Stop,13h 50m,10 Feb 22,5175
3979,Air India,19:00,10:20+1D,Delhi,Patna,1 Stop,15h 20m,10 Feb 22,5971
2429,Vistara,18:50,08:05+1D,Bengaluru,Pune,1 Stop,13h 15m,10 Feb 22,11203
7159,Go First,15:00,22:45,Kochi,Bengaluru,1 Stop,7h 45m,10 Feb 22,3712
7299,Go First,16:25,19:30,Kolkata,Ahmedabad,Non Stop,3h 05m,10 Feb 22,7957
1537,Air India,19:00,07:15+1D,Bengaluru,Hyderabad,2 Stops,36h 15m,10 Feb 22,5534
6976,Air India,03:45,05:15+1D,Jaipur,Kolkata,2 Stops,25h 30m,10 Feb 22,7930
473,Vistara,06:45,12:45+1D,Ahmedabad,Goa In,2 Stops,30h 00m,10 Feb 22,16768
2447,SpiceJet,19:05,08:10+1D,Bengaluru,Srinagar,1 Stop,13h 05m,10 Feb 22,5317
9037,Air India,19:00,07:50+1D,Mumbai,Ahmedabad,1 Stop,12h 50m,10 Feb 22,7187
142,IndiGo,06:50,17:10,Ahmedabad,Chennai,1 Stop,10h 20m,10 Feb 22,3926
5884,Air India,15:45,23:55+1D,Guwahati,Mumbai,2 Stops,32h 10m,10 Feb 22,7014
5680,AirAsia I.,08:55,20:55,Guwahati,Bengaluru,3 Stops,12h 00m,10 Feb 22,11636
6064,Air India,10:45,07:50+1D,Hyderabad,Ahmedabad,3 Stops,21h 05m,10 Feb 22,10890
8168,Go First,14:20,22:00,Kolkata,Pune,1 Stop,7h 40m,10 Feb 22,4736
1094,IndiGo,07:10,13:30,Bengaluru,Bhubaneswar,1 Stop,6h 20m,10 Feb 22,6016
3964,IndiGo,12:35,17:15,Delhi,Patna,1 Stop,4h 40m,10 Feb 22,3933
6661,Air India,03:45,17:55+1D,Jaipur,Bengaluru,3 Stops,38h 10m,10 Feb 22,7377
3221,Vistara,07:30,19:55,Delhi,Chennai,2 Stops,12h 25m,10 Feb 22,16704
7996,IndiGo,07:15,16:25,Kolkata,Mumbai,1 Stop,9h 10m,10 Feb 22,7065
482,IndiGo,12:35,13:45,Kolkata,Bagdogra,Non Stop,1h 10m,"Sat, 5 Feb","2,061"
6389,Air India,22:15,22:25+1D,Hyderabad,Goa In,1 Stop,24h 10m,10 Feb 22,3811
7991,Air India,14:40,10:10+1D,Kolkata,Mumbai,2 Stops,19h 30m,10 Feb 22,7004
5557,Air India,16:30,20:05+1D,Guwahati,Bengaluru,2 Stops,27h 35m,10 Feb 22,7227
2403,Air India,07:55,06:35+1D,Bengaluru,Pune,2 Stops,22h 40m,10 Feb 22,7833
5901,Air India,15:45,13:45+1D,Guwahati,Mumbai,2 Stops,22h 00m,10 Feb 22,9397
7805,Air India,11:35,19:20+1D,Kolkata,Hyderabad,3 Stops,31h 45m,10 Feb 22,6053
6365,Vistara,17:40,20:15+1D,Hyderabad,Chennai,1 Stop,26h 35m,10 Feb 22,11495
5478,Vistara,21:55,19:35+1D,Goa In,Pune,2 Stops,21h 40m,10 Feb 22,15605
44,Air India,21:25,23:35,New Delhi,Hyderabad,Non Stop,2h 10m,"Thu, 10 Mar","2,098"
826,Go First,08:10,20:20,Ahmedabad,Pune,1 Stop,12h 10m,10 Feb 22,3646
5631,Air India,18:10,14:20+1D,Guwahati,Bengaluru,2 Stops,44h 10m,10 Feb 22,5467
547,IndiGo,20:30,05:10+1D,Ahmedabad,Kolkata,1 Stop,8h 40m,10 Feb 22,5899
160,Indigo,02:15,04:20,Delhi,Pune,Non-Stop,02h 05m,29 Jan,2116
2638,IndiGo,21:05,07:50+1D,Bhubaneswar,Bengaluru,1 Stop,10h 45m,10 Feb 22,6271
2238,Air India,06:45,18:25+1D,Bengaluru,Patna,2 Stops,35h 40m,10 Feb 22,6092
4197,Vistara,09:45,07:50+1D,Chennai,Ahmedabad,2 Stops,22h 05m,10 Feb 22,16171
7270,Air India,20:10,20:05+1D,Kochi,Mumbai,2 Stops,23h 55m,10 Feb 22,8194
3559,Air India,18:00,13:15+1D,Delhi,Jaipur,1 Stop,19h 15m,10 Feb 22,4126
4936,Air India,17:00,17:50+1D,Chennai,Mumbai,2 Stops,24h 50m,10 Feb 22,5986
8600,Go First,18:10,07:30+1D,Lucknow,Kolkata,1 Stop,13h 20m,10 Feb 22,5150
6771,Air India,03:45,20:30,Jaipur,Goa In,2 Stops,16h 45m,10 Feb 22,8182
461,Vistara,06:45,12:45+1D,Ahmedabad,Goa In,2 Stops,30h 00m,10 Feb 22,16768
3053,Vistara,11:40,22:50,Delhi,Bengaluru,1 Stop,11h 10m,10 Feb 22,10678
9775,Air India,15:35,11:05+1D,Mumbai,Guwahati,3 Stops,19h 30m,10 Feb 22,5725
5156,Air India,14:10,12:30+1D,Goa In,Bengaluru,1 Stop,22h 20m,10 Feb 22,6993
7281,Vistara,19:55,19:05+1D,Kochi,Mumbai,1 Stop,23h 10m,10 Feb 22,12496
337,Air Asia,10:50,12:55,Hyderabad,Kolkata,Non Stop,2h 05m,"Sun, 27 Feb","2,396"
4979,Vistara,06:55,22:00,Chennai,Mumbai,1 Stop,15h 05m,10 Feb 22,11245
7857,Vistara,07:10,22:55,Kolkata,Hyderabad,1 Stop,15h 45m,10 Feb 22,10423
6984,Air India,13:30,16:45+1D,Jaipur,Kolkata,2 Stops,27h 15m,10 Feb 22,9027
1129,Vistara,18:50,12:25+1D,Bengaluru,Bhubaneswar,1 Stop,17h 35m,10 Feb 22,11203
9235,Air India,12:00,16:15+1D,Mumbai,Bengaluru,2 Stops,28h 15m,10 Feb 22,7792
9467,Vistara,07:30,19:55,Mumbai,Bhubaneswar,1 Stop,12h 25m,10 Feb 22,10056
7439,IndiGo,11:00,21:30,Kolkata,Bengaluru,1 Stop,10h 30m,10 Feb 22,6487
139,IndiGo,08:40,18:15,Ahmedabad,Chennai,1 Stop,9h 35m,10 Feb 22,3926
711,Air India,18:45,23:55+1D,Ahmedabad,Mumbai,2 Stops,29h 10m,10 Feb 22,8501
8128,Vistara,10:15,10:05+1D,Kolkata,Patna,1 Stop,23h 50m,10 Feb 22,9709
4209,Vistara,07:00,20:05,Chennai,Ahmedabad,2 Stops,13h 05m,10 Feb 22,16171
7970,SpiceJet,21:40,08:20+1D,Kolkata,Mumbai,1 Stop,10h 40m,10 Feb 22,5920
8832,Vistara,10:05,22:50,Lucknow,Mumbai,1 Stop,12h 45m,10 Feb 22,8500
2710,Air India,21:35,09:00+1D,Bhubaneswar,Kolkata,1 Stop,11h 25m,10 Feb 22,4866
4637,Air India,20:20,23:35+1D,Chennai,Hyderabad,1 Stop,27h 15m,10 Feb 22,3977
122,IndiGo,10:30,15:55,Mumbai,New Delhi,1 Stop,5h 25m,"Sun, 20 Mar","2,337"
5905,Vistara,12:40,20:05,Guwahati,Mumbai,1 Stop,7h 25m,10 Feb 22,10969
208,Indigo,22:15,00:05,Mumbai,Bangalore,Non-Stop,01h 50m,29 Jan,2125
3610,IndiGo,13:15,20:15,Delhi,Kolkata,1 Stop,7h 00m,10 Feb 22,4128
6907,Air India,13:30,08:05+1D,Jaipur,Kolkata,2 Stops,18h 35m,10 Feb 22,5431
9756,Air India,07:05,12:10+1D,Mumbai,Guwahati,2 Stops,29h 05m,10 Feb 22,4963
2569,Vistara,19:55,11:55+1D,Bengaluru,Srinagar,2 Stops,16h 00m,10 Feb 22,14627
7742,Vistara,07:10,12:45+1D,Kolkata,Goa In,2 Stops,29h 35m,10 Feb 22,17280
1180,Air India,06:10,23:35,Bengaluru,Chennai,1 Stop,17h 25m,10 Feb 22,5185
2326,Vistara,21:40,10:05+1D,Bengaluru,Patna,2 Stops,36h 25m,10 Feb 22,13964
2934,Air India,20:00,11:10+1D,Delhi,Bengaluru,1 Stop,15h 10m,10 Feb 22,4228
8630,Air India,08:55,12:10+1D,Lucknow,Kolkata,4 Stops,27h 15m,10 Feb 22,6482
3256,IndiGo,07:15,15:15,Delhi,Goa In,1 Stop,8h 00m,10 Feb 22,3978
7809,Air India,11:35,11:55+1D,Kolkata,Hyderabad,3 Stops,24h 20m,10 Feb 22,6473
9854,Vistara,11:55,17:30,Mumbai,Guwahati,1 Stop,5h 35m,10 Feb 22,10608
4584,Vistara,20:30,17:30+1D,Chennai,Guwahati,2 Stops,21h 00m,10 Feb 22,15848
4403,Air India,09:55,22:25,Chennai,Goa In,3 Stops,12h 30m,10 Feb 22,5867
722,Air India,18:45,15:40+1D,Ahmedabad,Mumbai,2 Stops,20h 55m,10 Feb 22,9596
4013,Air India,22:00,15:25+1D,Delhi,Patna,2 Stops,41h 25m,10 Feb 22,9040
2318,Vistara,21:40,10:05+1D,Bengaluru,Patna,2 Stops,36h 25m,10 Feb 22,13964
7837,Air India,13:00,20:15+1D,Kolkata,Hyderabad,2 Stops,31h 15m,10 Feb 22,7558
6511,IndiGo,19:30,23:50,Jaipur,Ahmedabad,1 Stop,4h 20m,10 Feb 22,3797
955,Air India,06:45,07:50+1D,Bengaluru,Ahmedabad,2 Stops,25h 05m,10 Feb 22,9017
35,IndiGo,11:00,18:30,New Delhi,Bangalore,1 Stop,7h 30m,"Tue, 8 Mar","3,127"
4293,Air India,06:05,23:55,Chennai,Bengaluru,1 Stop,17h 50m,10 Feb 22,5049
8702,Go First,13:30,15:45,Lucknow,Mumbai,Non Stop,2h 15m,10 Feb 22,3752
7738,Vistara,10:15,12:45+1D,Kolkata,Goa In,2 Stops,26h 30m,10 Feb 22,17280
116,AirAsia,07:20,09:30,Mumbai,Delhi,Non-Stop,02h 10m,15 Jan,2220
3219,Vistara,13:20,23:05,Delhi,Chennai,2 Stops,9h 45m,10 Feb 22,14614
7352,IndiGo,09:15,19:05,Kolkata,Ahmedabad,1 Stop,9h 50m,10 Feb 22,7957
3154,Air India,20:00,16:15+1D,Delhi,Chennai,3 Stops,20h 15m,10 Feb 22,6853
9256,IndiGo,11:30,16:55,Mumbai,Bengaluru,1 Stop,5h 25m,10 Feb 22,8947
1724,Air India,13:20,13:15+1D,Bengaluru,Jaipur,2 Stops,23h 55m,10 Feb 22,6970
7920,IndiGo,15:40,18:40,Kolkata,Mumbai,Non Stop,3h 00m,10 Feb 22,3379
2869,IndiGo,08:20,11:15,Delhi,Bengaluru,Non Stop,2h 55m,10 Feb 22,3167
3466,Air India,16:30,17:35+1D,Delhi,Hyderabad,2 Stops,25h 05m,10 Feb 22,5987
1418,Vistara,19:55,12:05+1D,Bengaluru,Guwahati,2 Stops,16h 10m,10 Feb 22,15184
4336,Vistara,07:00,19:15,Chennai,Bengaluru,1 Stop,12h 15m,10 Feb 22,9103
1228,Vistara,12:45,19:55+1D,Bengaluru,Chennai,2 Stops,31h 10m,10 Feb 22,12463
495,Go First,13:30,15:35,Pune,New Delhi,Non Stop,2h 05m,"Sun, 27 Feb","2,564"
7143,Air India,14:00,18:10+1D,Jaipur,Pune,2 Stops,28h 10m,10 Feb 22,7551
3437,Air India,07:00,21:05+1D,Delhi,Hyderabad,3 Stops,38h 05m,10 Feb 22,5929
5995,Air India,16:15,19:55+1D,Hyderabad,Ahmedabad,2 Stops,27h 40m,10 Feb 22,5873
75,Air India,21:00,22:30+1D,Ahmedabad,Bengaluru,2 Stops,25h 30m,10 Feb 22,7570
7577,IndiGo,09:15,19:15,Kolkata,Chennai,1 Stop,10h 00m,10 Feb 22,5278
6278,IndiGo,13:35,15:05,Hyderabad,Chennai,Non Stop,1h 30m,10 Feb 22,1786
1513,Air India,10:25,19:20,Bengaluru,Hyderabad,1 Stop,8h 55m,10 Feb 22,4941
2227,IndiGo,11:45,18:35,Bengaluru,Patna,1 Stop,6h 50m,10 Feb 22,5646
6143,Go First,20:45,22:00,Hyderabad,Bengaluru,Non Stop,1h 15m,10 Feb 22,1774
4600,Vistara,09:45,17:30+1D,Chennai,Guwahati,2 Stops,31h 45m,10 Feb 22,15848
2621,Air India,21:35,08:55+1D,Bhubaneswar,Bengaluru,1 Stop,11h 20m,10 Feb 22,5555
6413,Air India,20:50,22:25+1D,Hyderabad,Goa In,3 Stops,25h 35m,10 Feb 22,5873
3200,Vistara,05:45,19:55,Delhi,Chennai,1 Stop,14h 10m,10 Feb 22,11518
5508,Air India,11:40,22:15+1D,Guwahati,Bengaluru,2 Stops,34h 35m,10 Feb 22,4697
2477,Air India,06:45,13:40+1D,Bengaluru,Srinagar,4 Stops,30h 55m,10 Feb 22,7862
259,SpiceJet,05:05,13:25,Ahmedabad,Goa In,1 Stop,8h 20m,10 Feb 22,6432
3525,Vistara,05:45,20:55,Delhi,Hyderabad,1 Stop,15h 10m,10 Feb 22,9838
527,Air India,22:20,14:30+1D,Ahmedabad,Kolkata,1 Stop,16h 10m,10 Feb 22,4516
5618,IndiGo,12:15,18:55,Guwahati,Bengaluru,1 Stop,6h 40m,10 Feb 22,4855
1053,Vistara,08:30,07:50+1D,Bengaluru,Ahmedabad,2 Stops,23h 20m,10 Feb 22,16202
7667,IndiGo,09:15,14:55,Kolkata,Goa In,1 Stop,5h 40m,10 Feb 22,6747
7987,Air India,14:40,22:10+1D,Kolkata,Mumbai,2 Stops,31h 30m,10 Feb 22,7004
18,Go First,15:00,23:25,New Delhi,Goa,1 Stop,8h 25m,"Mon, 14 Feb","3,894"
1386,Air India,09:00,18:45+1D,Bengaluru,Guwahati,3 Stops,33h 45m,10 Feb 22,7972
5477,Vistara,21:55,19:35+1D,Goa In,Pune,2 Stops,21h 40m,10 Feb 22,15605
6284,AirAsia I.,22:10,08:30+1D,Hyderabad,Chennai,1 Stop,10h 20m,10 Feb 22,2960
5915,Vistara,16:05,08:15+1D,Guwahati,Mumbai,1 Stop,16h 10m,10 Feb 22,11656
2099,Air India,07:55,18:00+1D,Bengaluru,Mumbai,3 Stops,34h 05m,10 Feb 22,8461
326,Vistara,20:35,"14:50
+ 1 day",Hyderabad,Lucknow,1 Stop,18h 15m,"Wed, 16 Feb","6,270"
1010,Vistara,06:40,22:35,Bengaluru,Ahmedabad,2 Stops,15h 55m,10 Feb 22,15467
9931,IndiGo,05:15,08:40,Mumbai,Hyderabad,1 Stop,3h 25m,10 Feb 22,5778
3884,Vistara,10:25,10:00+1D,Delhi,Mumbai,1 Stop,23h 35m,10 Feb 22,9838
761,Vistara,08:25,20:15,Ahmedabad,Mumbai,2 Stops,11h 50m,10 Feb 22,15097
6617,Air India,03:45,11:10+1D,Jaipur,Bengaluru,3 Stops,31h 25m,10 Feb 22,6051
217,IndiGo,06:10,13:45,Bangalore,Jaipur,1 Stop,7h 35m,"Thu, 3 Mar","3,294"
3275,Air India,19:00,14:45+1D,Delhi,Goa In,1 Stop,19h 45m,10 Feb 22,3986
3390,IndiGo,12:35,21:20,Delhi,Hyderabad,1 Stop,8h 45m,10 Feb 22,4286
1104,Air India,21:00,14:25+1D,Bengaluru,Bhubaneswar,2 Stops,17h 25m,10 Feb 22,7886
